depth_m,gassiness_degree,open_violations,days_since_last_inspection,ch4_pct,co_ppm,o2_pct,ventilation_velocity_ms,workers_count,equipment_faults,strata_stress_mpa,temp_c,humidity_pct,grahams_ratio,gas_dispersion_index,inspection_risk_factor,risk_level
205,2,5,17,0.3,37,20.7,3.99,60,5,32.57,28.9,89.3,18.5,0.075,14.57,Medium
499,1,4,9,0.2,4,20.8,2.91,11,3,23.44,30.5,68.2,2.0,0.069,6.43,Medium
386,1,8,26,0.36,15,20.7,3.39,70,3,18.66,31.0,67.5,7.5,0.106,33.43,Medium
661,1,10,45,0.24,9,20.4,2.87,13,2,46.37,28.7,87.8,1.8,0.084,70.71,Medium
419,2,4,1,0.25,16,20.3,3.05,54,0,30.97,30.9,88.0,2.667,0.082,0.71,Medium
375,2,7,28,0.53,7,20.5,2.15,42,0,33.08,26.1,78.9,1.75,0.247,32.0,Medium
514,2,5,23,0.13,37,19.8,3.43,42,1,35.76,27.7,57.7,3.364,0.038,19.71,Medium
528,1,6,48,0.08,6,20.6,0.69,26,3,36.15,31.5,61.3,2.0,0.116,48.0,Medium
116,3,5,42,0.6,47,18.9,3.57,72,3,11.46,29.9,88.9,2.35,0.168,36.0,High
420,1,4,36,0.05,15,20.9,0.33,61,4,20.72,29.2,56.1,7.5,0.152,25.71,Medium
638,3,2,12,1.73,11,18.7,3.92,13,1,45.56,31.7,89.8,0.5,0.441,5.14,High
312,1,6,18,0.19,2,20.9,3.28,73,0,34.64,22.8,74.1,1.0,0.058,18.0,Medium
122,1,3,29,0.09,7,20.5,2.0,15,2,16.04,30.9,87.9,1.75,0.045,16.57,Low
299,3,6,37,1.71,65,20.8,3.69,38,0,26.99,33.2,70.4,32.5,0.463,37.0,High
45,2,9,3,0.86,39,19.9,2.89,60,2,15.52,25.4,60.5,3.9,0.298,4.29,High
264,2,3,9,1.0,14,20.7,0.74,69,5,16.92,24.1,81.5,7.0,1.351,5.14,Medium
436,1,10,4,0.29,16,20.5,1.53,48,4,36.83,32.6,57.1,4.0,0.19,6.29,Medium
215,2,2,36,0.75,27,19.4,2.97,92,2,23.12,26.6,62.2,1.8,0.253,15.43,Medium
557,3,6,20,1.82,12,18.9,2.32,10,3,38.01,31.7,89.8,0.6,0.784,20.0,High
145,2,2,39,0.97,23,20.7,1.18,15,1,18.54,24.4,57.7,11.5,0.822,16.71,Medium
73,1,8,37,0.09,8,20.4,3.84,14,4,16.19,24.9,86.5,1.6,0.023,47.57,Medium
290,1,0,10,0.05,9,20.9,1.35,57,5,36.61,32.5,67.0,4.5,0.037,1.43,Low
74,1,6,38,0.25,9,20.4,0.9,74,4,26.65,32.5,65.0,1.8,0.278,38.0,Medium
292,1,2,38,0.3,19,20.9,1.15,64,1,21.62,22.1,73.8,9.5,0.261,16.29,Medium
169,3,12,18,0.9,60,19.2,3.54,44,0,20.89,24.1,75.3,3.529,0.254,33.43,High
655,2,0,8,0.58,27,19.8,0.54,28,1,24.18,34.6,69.1,2.455,1.074,1.14,Medium
55,1,9,50,0.25,5,20.7,0.97,44,5,18.13,23.2,62.1,2.5,0.258,71.43,Medium
497,1,3,7,0.34,10,20.6,0.86,71,2,41.08,25.0,69.0,3.333,0.395,4.0,Low
560,2,6,17,0.75,11,20.1,3.14,59,0,20.61,33.7,60.0,1.375,0.239,17.0,Medium
67,1,9,11,0.06,3,20.4,2.91,94,5,15.24,33.4,86.6,0.6,0.021,15.71,Medium
104,1,3,22,0.06,20,20.7,1.41,55,0,25.88,26.1,64.5,10.0,0.043,12.57,Medium
90,2,7,32,0.23,20,20.7,0.87,85,3,22.78,30.3,64.1,10.0,0.264,36.57,Medium
135,2,3,46,0.93,15,20.5,3.89,42,5,31.74,32.4,66.2,3.75,0.239,26.29,Medium
349,2,7,32,1.11,19,20.5,2.48,15,3,28.51,28.4,68.4,4.75,0.448,36.57,Medium
611,1,1,23,0.12,15,20.5,3.57,89,0,34.3,24.2,71.4,3.75,0.034,6.57,Low
381,2,12,23,0.91,31,20.5,2.07,77,4,19.65,24.5,80.9,7.75,0.44,42.71,High
454,2,0,48,0.28,23,20.8,3.49,75,2,31.38,27.2,59.4,11.5,0.08,6.86,Medium
366,2,1,38,0.11,10,20.2,1.6,60,1,36.02,29.2,61.0,1.429,0.069,10.86,Low
455,1,4,29,0.08,2,20.4,3.8,32,4,23.42,27.3,75.6,0.4,0.021,20.71,Medium
206,1,4,6,0.25,15,20.5,3.38,46,4,30.06,29.5,75.8,3.75,0.074,4.29,Medium
494,1,6,26,0.03,20,20.5,1.02,10,2,38.22,33.9,86.2,5.0,0.029,26.0,Medium
108,2,4,42,0.9,40,19.7,1.67,15,0,9.9,31.3,76.5,3.333,0.539,30.0,High
245,2,2,9,0.33,4,20.4,1.85,30,2,34.92,32.9,58.3,0.8,0.178,3.86,Low
61,3,2,30,1.96,63,20.4,0.5,72,5,17.13,22.5,69.0,12.6,3.92,12.86,High
486,3,6,19,1.33,39,19.6,1.04,37,5,18.4,28.8,87.9,3.0,1.279,19.0,High
473,1,6,43,0.09,15,20.4,2.68,28,1,38.64,30.8,62.2,3.0,0.034,43.0,Medium
672,1,11,6,0.15,11,20.4,3.07,65,2,25.18,23.8,62.0,2.2,0.049,10.29,Medium
510,1,7,43,0.3,15,20.8,1.07,59,4,40.21,26.7,88.3,7.5,0.28,49.14,Medium
297,2,2,40,1.0,10,20.2,1.93,15,2,24.79,33.4,83.3,1.429,0.518,17.14,Medium
128,3,7,40,1.89,46,19.8,1.95,88,4,13.59,24.5,65.5,4.182,0.969,45.71,High
313,2,1,50,0.94,36,20.6,2.42,73,1,32.57,24.8,67.1,12.0,0.388,14.29,High
499,2,0,11,0.98,12,20.0,2.4,55,2,23.88,32.0,67.9,1.333,0.408,1.57,Medium
327,2,2,13,1.13,4,20.3,1.14,76,3,29.84,31.5,64.3,0.667,0.991,5.57,Medium
385,2,5,31,0.92,5,20.7,0.42,44,1,21.25,23.2,80.4,2.5,2.19,26.57,High
265,2,1,17,0.53,10,19.8,1.99,96,3,28.17,22.6,72.1,0.909,0.266,4.86,Low
575,1,3,30,0.34,13,20.8,1.25,16,3,38.43,31.5,57.9,6.5,0.272,17.14,Low
464,3,2,44,1.71,57,20.0,3.56,59,1,39.23,27.3,87.4,6.333,0.48,18.86,High
129,2,8,48,1.07,14,20.3,0.71,87,4,20.09,22.4,57.1,2.333,1.507,61.71,Medium
569,1,0,45,0.39,13,20.5,3.56,68,5,20.72,32.9,74.7,3.25,0.11,6.43,Low
74,1,0,15,0.11,2,20.5,2.69,100,1,22.06,27.8,87.0,0.5,0.041,2.14,Low
256,1,6,31,0.17,17,20.8,2.68,99,0,30.04,29.1,59.7,8.5,0.063,31.0,Medium
123,2,12,33,0.9,6,20.0,3.08,67,4,14.31,30.4,70.1,0.667,0.292,61.29,Medium
626,1,4,44,0.3,14,20.3,3.42,31,5,42.0,28.7,76.6,2.333,0.088,31.43,Medium
370,3,10,41,0.41,64,20.3,3.13,48,4,31.92,23.8,84.0,10.667,0.131,64.43,High
598,3,10,47,1.67,61,20.3,2.44,66,0,41.08,27.3,62.2,10.167,0.684,73.86,High
55,2,12,38,0.81,40,20.6,3.74,84,1,22.15,32.0,72.8,13.333,0.217,70.57,High
542,1,2,27,0.1,4,20.6,3.68,99,2,38.09,34.6,81.9,1.333,0.027,11.57,Low
46,2,4,40,0.85,38,20.4,2.76,43,1,7.87,27.3,65.2,7.6,0.308,28.57,High
129,2,3,21,0.4,40,20.3,1.85,48,5,9.69,34.9,76.1,6.667,0.216,12.0,Medium
67,3,9,12,0.96,30,20.7,1.3,18,4,12.23,26.4,73.9,15.0,0.738,17.14,High
614,3,11,50,1.71,19,19.6,2.29,45,5,38.09,32.2,83.4,1.462,0.747,85.71,High
464,2,0,25,0.22,37,20.3,3.1,91,3,22.92,34.4,64.5,6.167,0.071,3.57,Medium
93,1,10,17,0.05,2,20.4,1.96,84,5,24.02,30.6,86.5,0.4,0.026,26.71,Medium
87,1,0,39,0.09,18,20.7,0.42,29,3,29.29,30.2,56.5,9.0,0.214,5.57,Medium
107,2,6,10,1.01,22,20.6,3.42,77,1,12.85,29.8,69.5,7.333,0.295,10.0,Medium
374,2,0,43,0.46,40,19.7,2.69,12,3,29.26,23.9,72.8,3.333,0.171,6.14,Medium
322,1,6,35,0.35,14,20.8,0.93,10,3,31.31,34.2,79.0,7.0,0.376,35.0,Medium
523,1,2,1,0.06,3,20.7,3.28,81,0,24.84,28.9,84.4,1.5,0.018,0.43,Low
471,1,4,18,0.08,10,20.5,2.23,44,1,32.9,26.2,75.8,2.5,0.036,12.86,Medium
536,3,1,12,0.56,30,20.0,1.68,11,5,41.73,31.7,83.4,3.333,0.333,3.43,Medium
457,2,9,6,1.05,40,20.1,3.34,29,1,21.81,28.0,63.7,5.0,0.314,8.57,High
100,1,6,42,0.13,11,20.3,1.61,67,0,14.31,23.7,81.4,1.833,0.081,42.0,Medium
475,1,12,6,0.12,2,20.9,3.53,99,4,36.57,32.6,82.6,1.0,0.034,11.14,Medium
318,3,8,35,1.2,57,19.1,2.94,28,0,24.79,26.6,80.1,3.167,0.408,45.0,High
460,1,3,9,0.31,18,20.5,2.47,39,3,28.63,22.5,69.1,4.5,0.126,5.14,Medium
172,1,4,37,0.11,18,20.5,0.91,72,5,11.51,33.8,59.7,4.5,0.121,26.43,Medium
460,2,2,1,0.7,30,19.7,3.6,59,3,40.27,27.2,88.8,2.5,0.194,0.43,Medium
426,2,9,39,0.87,19,19.7,3.08,94,1,35.64,29.6,80.8,1.583,0.282,55.71,Medium
528,3,6,36,1.95,65,18.5,0.75,75,3,23.69,31.2,70.8,2.708,2.6,36.0,High
300,2,0,34,0.65,16,20.9,2.52,42,4,18.3,32.6,58.3,8.0,0.258,4.86,Medium
198,3,6,1,2.06,69,20.6,0.84,13,0,12.14,33.7,65.1,23.0,2.452,1.0,High
671,2,1,20,1.08,8,19.7,0.74,93,5,29.6,24.9,56.2,0.667,1.459,5.71,Medium
249,2,9,32,0.13,38,20.1,1.51,51,1,23.51,33.7,84.5,4.75,0.086,45.71,Medium
432,1,11,43,0.29,6,20.3,0.98,99,1,31.71,25.9,55.4,1.0,0.296,73.71,Medium
384,3,0,37,2.0,61,18.8,3.77,72,3,18.06,27.6,88.0,2.905,0.531,5.29,High
598,3,0,42,1.49,41,19.9,0.31,57,3,22.99,28.9,85.8,4.1,4.806,6.0,High
670,1,1,34,0.26,11,20.8,0.32,65,4,40.93,26.3,71.8,5.5,0.812,9.71,Medium
293,2,4,32,0.79,34,20.4,1.47,42,0,36.47,31.2,66.1,6.8,0.537,22.86,Medium
454,1,0,32,0.39,3,20.4,0.62,72,3,29.26,24.6,60.9,0.6,0.629,4.57,Medium
629,2,2,3,0.73,8,20.3,2.21,28,5,41.78,26.3,76.8,1.333,0.33,1.29,Medium
238,1,0,13,0.12,16,20.5,2.55,48,5,35.86,24.4,65.3,4.0,0.047,1.86,Low
317,2,0,29,0.17,4,20.4,2.04,78,3,21.49,33.3,82.1,0.8,0.083,4.14,Low
369,1,12,39,0.34,13,20.4,2.87,19,3,31.74,30.2,89.2,2.6,0.118,72.43,Medium
210,3,9,23,1.39,19,19.8,1.61,20,2,17.39,26.6,61.7,1.727,0.863,32.86,High
41,1,8,48,0.19,10,20.7,2.59,20,5,28.51,31.6,58.3,5.0,0.073,61.71,Medium
414,1,10,8,0.12,20,20.4,3.37,60,0,16.41,30.4,83.7,4.0,0.036,12.57,Medium
52,2,5,20,0.73,38,19.6,0.6,25,4,25.57,25.6,55.6,2.923,1.217,17.14,High
592,1,3,38,0.03,18,20.5,3.34,58,3,38.52,32.0,81.9,4.5,0.009,21.71,Medium
607,1,4,41,0.07,12,20.4,2.88,98,5,34.15,22.3,70.6,2.4,0.024,29.29,Medium
132,3,6,19,0.73,63,18.8,0.51,98,3,14.19,31.2,62.2,3.0,1.431,19.0,High
234,2,7,20,0.91,31,20.1,2.17,43,0,13.13,28.5,72.8,3.875,0.419,22.86,High
659,2,0,39,0.75,38,20.7,3.34,31,0,36.86,34.7,80.0,19.0,0.225,5.57,Medium
328,3,1,6,0.48,52,19.7,2.35,35,5,23.56,33.1,60.1,4.333,0.204,1.71,High
614,1,2,26,0.02,16,20.8,2.79,40,1,37.1,30.6,58.9,8.0,0.007,11.14,Low
202,1,5,15,0.15,10,20.5,2.99,86,3,33.9,30.8,71.7,2.5,0.05,12.86,Medium
98,3,10,44,0.82,19,20.4,2.42,27,5,26.47,33.6,57.8,3.8,0.339,69.14,Medium
289,2,6,32,0.84,40,20.0,0.31,59,3,19.18,23.7,69.3,4.444,2.71,32.0,High
277,3,2,48,1.18,67,18.5,3.66,59,0,16.04,31.6,65.5,2.792,0.322,20.57,High
569,1,5,4,0.01,3,20.4,2.26,60,1,30.64,22.5,68.9,0.6,0.004,3.43,Medium
129,2,6,18,0.72,11,20.9,0.52,11,4,29.85,29.1,59.2,5.5,1.385,18.0,Medium
282,2,2,24,0.91,33,20.5,2.4,27,0,29.58,29.9,66.9,8.25,0.379,10.29,Medium
651,1,1,37,0.22,3,20.4,3.88,93,1,37.23,34.6,56.5,0.6,0.057,10.57,Low
397,3,7,19,2.01,15,19.2,3.06,94,2,31.05,25.4,64.6,0.882,0.657,21.71,High
659,1,4,22,0.06,19,20.7,1.59,38,4,37.61,23.2,74.5,9.5,0.038,15.71,Medium
398,2,4,19,0.93,27,19.6,2.13,52,3,19.98,34.7,60.5,2.077,0.437,13.57,Medium
546,1,11,27,0.17,6,20.5,1.87,58,0,22.11,25.1,83.4,1.5,0.091,46.29,Medium
498,1,7,41,0.15,4,20.5,1.65,29,3,21.6,33.7,69.2,1.0,0.091,46.86,Medium
112,1,3,44,0.05,17,20.8,1.47,10,0,24.04,27.7,78.8,8.5,0.034,25.14,Low
95,1,7,37,0.11,12,20.5,2.4,17,2,10.18,23.7,63.9,3.0,0.046,42.29,Medium
97,2,4,47,1.14,33,20.3,1.48,56,1,25.09,23.3,83.4,5.5,0.77,33.57,High
511,1,11,6,0.3,11,20.8,1.8,92,4,29.21,30.3,73.6,5.5,0.167,10.29,Medium
259,1,6,8,0.11,19,20.6,2.32,80,1,27.05,24.5,66.3,6.333,0.047,8.0,Medium
47,1,7,4,0.32,4,20.6,1.2,33,1,27.52,34.9,79.3,1.333,0.267,4.57,Medium
46,3,1,37,0.69,28,20.1,2.53,33,1,18.88,22.3,67.6,3.5,0.273,10.57,Medium
530,1,10,9,0.08,19,20.9,1.49,36,4,25.47,35.0,69.2,9.5,0.054,14.14,Medium
207,3,12,30,1.09,40,19.9,2.92,58,4,17.37,33.2,77.8,4.0,0.373,55.71,High
269,2,5,42,0.2,4,19.5,2.58,28,0,13.25,23.8,79.0,0.286,0.078,36.0,Medium
273,2,2,34,0.17,37,19.6,2.55,45,2,24.7,23.8,88.7,2.846,0.067,14.57,Medium
534,1,5,6,0.37,16,20.5,2.4,52,2,28.69,31.0,59.4,4.0,0.154,5.14,Medium
663,2,3,36,0.4,19,19.7,0.87,38,0,32.02,22.4,80.1,1.583,0.46,20.57,Medium
482,3,11,50,1.99,63,20.5,2.17,29,1,23.29,28.4,71.4,15.75,0.917,85.71,High
74,3,6,20,0.95,40,19.4,0.43,71,0,12.83,34.0,70.5,2.667,2.209,20.0,High
669,1,9,33,0.26,11,20.7,0.79,48,1,42.5,30.2,58.0,5.5,0.329,47.14,Medium
547,1,10,42,0.19,6,20.5,3.73,65,3,23.68,32.2,67.8,1.5,0.051,66.0,Medium
480,3,0,3,0.94,61,20.5,3.24,41,5,33.9,27.3,83.2,15.25,0.29,0.43,High
461,2,4,37,0.21,17,20.9,2.89,67,2,31.59,26.1,72.0,8.5,0.073,26.43,Medium
624,2,11,37,0.37,36,20.0,2.48,79,5,40.55,25.6,89.9,4.0,0.149,63.43,Medium
675,3,5,1,1.05,65,19.2,0.77,46,4,26.31,31.1,78.2,3.824,1.364,0.86,High
267,3,4,25,1.98,19,20.0,3.67,22,1,26.73,23.3,80.2,2.111,0.54,17.86,High
377,2,8,22,0.57,14,19.6,1.01,39,2,19.8,22.2,79.5,1.077,0.564,28.29,Medium
645,3,11,20,0.91,69,20.2,2.88,73,2,37.41,24.2,86.1,9.857,0.316,34.29,High
105,3,12,33,1.46,71,18.6,2.73,77,1,19.43,33.8,59.5,3.087,0.535,61.29,High
337,1,8,4,0.11,13,20.5,2.03,59,5,31.17,23.0,80.6,3.25,0.054,5.14,Medium
628,2,4,26,0.38,28,19.7,2.81,13,5,32.35,26.2,70.0,2.333,0.135,18.57,Medium
287,3,9,29,0.41,28,19.5,1.72,29,1,33.32,27.1,59.2,2.0,0.238,41.43,Medium
175,1,6,21,0.12,17,20.7,2.23,55,2,20.13,31.5,79.0,8.5,0.054,21.0,Medium
448,1,12,49,0.19,10,20.3,0.49,55,3,21.33,26.6,89.7,1.667,0.388,91.0,Medium
576,1,8,27,0.16,10,20.5,0.87,77,1,22.11,25.8,57.0,2.5,0.184,34.71,Medium
302,3,4,5,1.74,35,19.0,1.8,75,4,13.67,30.0,87.7,1.842,0.967,3.57,High
587,3,0,33,1.11,41,19.4,0.47,39,2,38.2,32.7,85.4,2.733,2.362,4.71,High
677,1,4,10,0.28,3,20.6,3.02,37,4,24.01,30.4,57.1,1.0,0.093,7.14,Medium
268,1,9,50,0.24,15,20.7,3.35,45,5,26.58,22.9,64.4,7.5,0.072,71.43,Medium
527,2,9,32,0.32,28,20.3,2.25,27,2,25.62,26.4,60.3,4.667,0.142,45.71,Medium
345,1,0,30,0.13,18,20.9,0.35,36,2,31.22,31.8,68.2,9.0,0.371,4.29,Medium
369,2,10,15,0.76,39,19.5,2.73,83,2,29.25,30.8,86.1,2.786,0.278,23.57,High
482,1,11,40,0.32,4,20.5,2.26,42,2,38.61,23.9,85.5,1.0,0.142,68.57,Medium
183,1,4,40,0.05,16,20.7,2.04,12,3,11.56,24.5,65.9,8.0,0.025,28.57,Medium
585,1,5,40,0.3,18,20.7,1.05,56,0,42.21,30.5,57.3,9.0,0.286,34.29,Medium
552,2,11,9,0.64,21,19.6,1.86,87,2,29.31,32.2,73.2,1.615,0.344,15.43,Medium
290,2,3,11,0.85,21,19.6,1.85,64,0,26.42,31.6,67.6,1.615,0.459,6.29,Medium
532,1,8,14,0.34,8,20.7,2.68,22,3,28.97,24.5,55.1,4.0,0.127,18.0,Medium
128,1,12,34,0.36,13,20.8,2.38,21,3,27.89,29.0,60.2,6.5,0.151,63.14,Medium
464,2,9,2,0.79,11,20.1,2.16,63,1,21.07,25.1,71.1,1.375,0.366,2.86,Medium
633,1,2,11,0.33,15,20.5,1.31,39,3,22.69,30.8,75.1,3.75,0.252,4.71,Low
595,2,7,4,0.44,20,19.5,3.23,95,4,31.59,25.6,71.3,1.429,0.136,4.57,Medium
470,2,5,13,0.67,6,20.7,3.07,85,4,38.51,23.0,83.6,3.0,0.218,11.14,Medium
513,2,5,38,0.49,28,19.7,3.36,18,2,32.77,28.4,57.0,2.333,0.146,32.57,Medium
255,2,8,33,0.12,34,20.0,0.86,66,3,16.11,24.7,55.8,3.778,0.14,42.43,Medium
647,1,1,12,0.14,4,20.6,3.29,24,5,37.34,32.2,76.1,1.333,0.043,3.43,Low
142,1,9,42,0.05,6,20.8,0.4,79,4,28.37,30.4,84.7,3.0,0.125,60.0,Medium
540,1,6,25,0.1,6,20.7,0.83,86,0,33.57,33.3,56.6,3.0,0.12,25.0,Medium
606,2,3,15,0.42,33,20.8,1.2,45,5,31.63,28.6,87.5,16.5,0.35,8.57,Medium
363,1,7,21,0.35,8,20.5,2.85,68,4,33.87,30.0,85.2,2.0,0.123,24.0,Medium
53,3,7,16,0.48,52,19.3,0.46,22,1,28.44,32.9,78.0,3.25,1.043,18.29,High
365,1,0,23,0.35,9,20.6,2.93,26,5,29.61,23.2,71.7,3.0,0.119,3.29,Low
326,1,4,24,0.13,17,20.9,2.71,75,4,21.62,24.7,89.0,8.5,0.048,17.14,Medium
144,2,3,42,0.44,29,20.6,3.17,51,0,20.26,24.6,73.8,9.667,0.139,24.0,Medium
656,1,0,38,0.03,6,20.4,3.9,91,3,33.11,33.4,70.8,1.2,0.008,5.43,Low
313,1,8,19,0.37,9,20.8,1.87,43,3,20.87,34.7,75.1,4.5,0.198,24.43,Medium
477,3,0,5,1.67,74,20.0,3.51,65,1,29.44,34.2,76.5,8.222,0.476,0.71,High
403,2,7,24,0.25,32,19.8,2.18,67,5,32.95,33.9,76.0,2.909,0.115,27.43,Medium
612,2,3,46,1.07,23,20.4,3.98,14,1,34.72,29.3,58.1,4.6,0.269,26.29,Medium
272,1,4,6,0.11,9,20.6,3.25,58,5,27.84,26.8,74.2,3.0,0.034,4.29,Medium
64,3,3,20,1.61,54,20.2,2.42,47,3,16.93,33.0,79.8,7.714,0.665,11.43,High
597,1,1,41,0.18,16,20.3,0.35,72,2,35.56,31.6,87.3,2.667,0.514,11.71,Medium
205,3,1,33,2.0,22,19.0,3.12,95,0,26.62,27.3,74.3,1.158,0.641,9.43,High
320,2,6,45,0.61,32,19.8,3.02,17,5,18.88,29.7,83.6,2.909,0.202,45.0,Medium
171,2,11,9,0.31,5,20.6,1.87,78,3,16.07,25.8,77.3,1.667,0.166,15.43,Medium
396,3,11,2,0.51,34,19.5,1.97,83,5,35.56,30.4,68.5,2.429,0.259,3.43,Medium
166,2,6,27,0.88,19,19.8,3.3,62,3,34.09,34.4,55.1,1.727,0.267,27.0,Medium
72,1,2,9,0.03,8,20.7,3.9,97,5,21.92,34.7,64.4,4.0,0.008,3.86,Low
607,1,6,32,0.25,12,20.4,1.43,55,4,41.92,31.6,58.3,2.4,0.175,32.0,Medium
453,1,4,2,0.19,14,20.8,1.91,88,1,25.74,24.7,82.2,7.0,0.099,1.43,Medium
354,1,12,25,0.16,4,20.6,3.19,16,0,32.89,29.1,63.6,1.333,0.05,46.43,Medium
405,2,10,25,0.29,32,20.0,3.56,88,5,19.92,26.4,75.4,3.556,0.081,39.29,Medium
134,1,0,2,0.14,4,20.7,3.92,37,4,27.18,26.2,89.0,2.0,0.036,0.29,Low
317,2,10,17,0.34,4,19.9,3.09,80,3,35.78,28.3,61.3,0.4,0.11,26.71,Medium
279,1,5,18,0.12,8,20.4,0.64,58,5,29.45,31.6,57.9,1.6,0.188,15.43,Medium
306,2,9,30,0.24,4,19.8,2.46,77,4,18.78,28.1,83.8,0.364,0.098,42.86,Medium
332,1,7,42,0.32,18,20.3,0.67,65,3,31.06,23.2,61.8,3.0,0.478,48.0,Medium
588,2,3,6,0.36,31,20.1,1.83,49,1,43.22,29.6,66.4,3.875,0.197,3.43,Medium
146,3,0,32,1.03,50,19.5,0.78,80,0,24.41,29.1,58.4,3.571,1.321,4.57,High
505,3,6,42,1.34,35,19.1,3.29,80,5,28.89,32.9,60.0,1.944,0.407,42.0,High
113,1,4,12,0.09,7,20.9,1.9,100,5,10.09,24.6,69.1,3.5,0.047,8.57,Medium
383,3,11,22,0.82,22,18.7,3.22,99,0,18.89,30.8,87.0,1.0,0.255,37.71,Medium
67,1,7,3,0.07,5,20.9,1.79,23,2,21.81,23.0,66.2,2.5,0.039,3.43,Medium
295,1,11,34,0.4,9,20.8,2.47,28,1,14.27,23.8,59.8,4.5,0.162,58.29,Medium
228,2,0,24,0.74,6,20.7,0.72,58,1,27.62,30.5,58.3,3.0,1.028,3.43,Medium
252,1,4,14,0.08,14,20.9,0.73,38,4,16.48,23.3,63.0,7.0,0.11,10.0,Medium
259,1,11,39,0.06,11,20.4,1.78,42,2,19.27,32.8,69.4,2.2,0.034,66.86,Medium
345,2,6,1,0.28,7,20.5,2.46,32,2,19.26,29.6,70.1,1.75,0.114,1.0,Medium
405,1,12,30,0.12,20,20.6,2.61,91,5,35.83,28.2,86.7,6.667,0.046,55.71,Medium
221,2,3,23,1.11,27,20.6,2.38,61,0,20.73,26.3,61.2,9.0,0.466,13.14,Medium
107,1,12,25,0.25,15,20.5,0.69,30,2,20.94,32.2,85.5,3.75,0.362,46.43,Medium
524,2,5,15,1.02,21,20.8,1.76,41,3,22.92,33.0,79.4,10.5,0.58,12.86,Medium
365,2,5,14,0.9,40,20.2,1.55,81,4,24.91,31.1,79.5,5.714,0.581,12.0,High
295,1,3,46,0.2,7,20.7,3.49,59,3,15.85,34.0,60.3,3.5,0.057,26.29,Low
468,3,11,41,1.04,52,19.7,1.89,80,1,33.52,26.2,62.4,4.333,0.55,70.29,High
631,1,12,7,0.26,19,20.8,0.59,60,5,33.06,29.0,65.4,9.5,0.441,13.0,Medium
138,1,3,44,0.09,16,20.4,1.21,74,0,21.82,23.3,86.4,3.2,0.074,25.14,Low
549,3,7,9,0.31,22,19.1,2.57,58,0,39.65,28.1,60.8,1.222,0.121,10.29,Medium
533,3,11,2,0.54,25,20.8,1.77,81,1,24.32,27.0,64.6,12.5,0.305,3.43,Medium
241,2,4,50,0.89,14,20.0,2.9,66,3,32.14,24.4,77.5,1.556,0.307,35.71,Medium
392,2,3,13,0.95,23,19.4,1.76,86,0,29.84,28.0,81.2,1.533,0.54,7.43,Medium
626,1,10,6,0.29,20,20.6,2.6,95,0,43.52,24.4,69.5,6.667,0.112,9.43,Medium
502,3,0,27,0.36,59,18.7,1.59,97,4,32.95,24.9,66.5,2.682,0.226,3.86,High
624,1,6,50,0.3,8,20.4,1.31,41,4,22.41,29.8,80.6,1.6,0.229,50.0,Medium
318,1,10,27,0.32,11,20.3,2.38,71,5,20.52,32.4,88.5,1.833,0.134,42.43,Medium
311,1,0,5,0.36,4,20.4,0.34,65,3,37.63,29.8,56.3,0.8,1.059,0.71,Medium
329,2,11,38,0.79,14,20.7,0.44,94,5,34.59,23.1,55.9,7.0,1.795,65.14,High
582,2,6,27,0.18,6,19.8,0.83,25,3,38.5,33.9,90.0,0.545,0.217,27.0,Medium
245,1,11,22,0.13,4,20.6,2.87,48,4,13.56,25.4,60.5,1.333,0.045,37.71,Medium
619,3,1,32,0.88,71,18.7,2.9,85,0,22.89,24.7,74.0,3.227,0.303,9.14,High
128,2,1,14,0.96,12,19.9,2.02,27,5,31.43,23.3,78.9,1.2,0.475,4.0,Medium
44,1,8,36,0.19,11,20.5,3.66,93,0,27.27,25.8,59.2,2.75,0.052,46.29,Medium
116,2,9,14,1.0,16,20.3,1.18,65,3,18.03,33.0,67.9,2.667,0.847,20.0,Medium
121,1,10,32,0.32,11,20.4,2.67,48,4,18.12,34.6,78.0,2.2,0.12,50.29,Medium
161,1,0,5,0.17,15,20.9,0.99,100,1,17.98,23.1,66.7,7.5,0.172,0.71,Low
108,1,4,23,0.3,4,20.3,2.64,53,1,24.44,35.0,61.1,0.667,0.114,16.43,Medium
329,2,12,5,0.65,26,20.0,2.54,100,3,28.95,29.6,75.9,2.889,0.256,9.29,Medium
558,2,9,15,0.87,31,20.1,3.77,17,0,35.04,26.8,75.7,3.875,0.231,21.43,High
451,1,5,50,0.26,4,20.6,1.74,74,2,21.7,33.5,84.8,1.333,0.149,42.86,Medium
176,2,5,26,0.8,9,19.8,4.0,56,0,21.83,25.4,85.6,0.818,0.2,22.29,Medium
321,1,3,1,0.11,18,20.6,3.29,58,4,34.69,30.4,88.6,6.0,0.033,0.57,Medium
45,1,10,27,0.32,5,20.6,2.28,62,4,30.84,29.8,78.5,1.667,0.14,42.43,Medium
47,2,2,13,0.27,18,19.6,0.85,74,5,26.2,23.4,67.3,1.385,0.318,5.57,Medium
219,2,4,1,0.48,23,19.4,1.31,78,2,24.1,28.1,85.3,1.533,0.366,0.71,Medium
79,2,8,18,0.21,11,20.8,1.58,67,4,29.33,32.4,63.0,5.5,0.133,23.14,Medium
70,3,12,21,0.6,26,20.6,0.33,34,2,30.01,34.6,88.0,8.667,1.818,39.0,High
